customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn	Churn_Probability	Risk_Category
6814-ZPWFQ	Male	1	No	No	51	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	25	1260.7	0	0.015139495	Low Risk
4063-EIKNQ	Male	0	Yes	Yes	11	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	20.95	267.35	0	0.124685941	Low Risk
6993-YCOBK	Male	0	Yes	Yes	60	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	110.6	6586.85	0	0.088365495	Low Risk
5206-HPJKM	Male	0	No	No	17	Yes	No	DSL	Yes	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	55.5	934.15	0	0.162873587	Low Risk
7587-RZNME	Male	0	No	No	3	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	43.3	123.65	1	0.480894368	Medium Risk
0748-RDGGM	Male	0	Yes	No	70	Yes	No	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	109.5	7534.65	1	0.076281306	Low Risk
8393-JMVMB	Male	0	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.45	19.45	0	0.209439359	Low Risk
5019-GQVCR	Male	1	No	No	43	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	84.85	3645.6	0	0.529585841	Medium Risk
6036-TTFYU	Female	0	Yes	No	16	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.6	314.45	0	0.112586434	Low Risk
2550-AEVRU	Female	0	Yes	Yes	57	Yes	No	DSL	Yes	Yes	No	No	No	No	One year	No	Electronic check	53.45	3053	0	0.015409032	Low Risk
0969-RGKCU	Male	0	Yes	Yes	37	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Credit card (automatic)	19.8	677.05	0	0.013461932	Low Risk
0378-CJKPV	Female	0	Yes	No	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	112.1	7965.95	0	0.039430763	Low Risk
4706-AXVKM	Female	1	No	No	11	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	84.8	906.85	1	0.693684667	Medium Risk
5889-JTMUL	Female	1	Yes	No	50	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	95.05	4888.7	1	0.508198548	Medium Risk
9026-RNUJS	Male	1	No	No	5	Yes	No	DSL	No	No	Yes	No	No	No	Month-to-month	No	Electronic check	50.35	237.25	1	0.451937513	Medium Risk
3746-EUBYR	Male	0	Yes	No	1	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	74.6	74.6	1	0.69142074	Medium Risk
2332-EFBJY	Male	0	No	No	16	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	19.7	342.4	1	0.135180765	Low Risk
2880-FPNAE	Male	1	Yes	No	2	Yes	No	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Electronic check	74.2	140.1	0	0.74147477	High Risk
1703-MGIAB	Female	0	No	No	17	Yes	Yes	DSL	No	No	Yes	Yes	Yes	No	Month-to-month	Yes	Mailed check	69	1108	0	0.285896667	Low Risk
4311-QTTAI	Female	0	No	No	16	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Credit card (automatic)	19.35	295.55	0	0.049828873	Low Risk
9474-PHLYD	Female	0	No	No	15	Yes	No	DSL	No	No	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	59.45	892.65	1	0.424648878	Medium Risk
4318-RAJVY	Female	0	No	No	10	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Mailed check	19.8	198.25	0	0.094406372	Low Risk
2165-VOEGB	Female	0	No	Yes	46	Yes	No	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	105.2	4822.85	1	0.105857059	Low Risk
3612-YUNGG	Male	0	Yes	Yes	64	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	109.2	6741.15	0	0.06851888	Low Risk
2254-DLXRI	Female	0	No	No	1	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	79.15	79.15	0	0.643471544	Medium Risk
5062-CJJKH	Male	0	Yes	Yes	25	Yes	No	DSL	No	Yes	Yes	No	No	No	One year	No	Mailed check	53.65	1355.45	0	0.063441477	Low Risk
9028-LIHRP	Male	0	Yes	Yes	71	Yes	No	Fiber optic	Yes	Yes	Yes	Yes	Yes	No	Two year	No	Credit card (automatic)	100.2	7209	0	0.016712335	Low Risk
2219-MVUSO	Male	0	No	No	8	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	45.15	438.4	1	0.353662907	Low Risk
1053-MXTTK	Female	0	Yes	Yes	72	Yes	No	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	108.65	7726.35	0	0.036071153	Low Risk
1530-ZTDOZ	Female	0	Yes	No	49	No	No phone service	DSL	Yes	No	No	No	Yes	No	Month-to-month	No	Bank transfer (automatic)	40.65	2070.75	0	0.089589253	Low Risk
1301-LOPVR	Male	0	Yes	Yes	29	No	No phone service	DSL	Yes	Yes	Yes	Yes	No	Yes	One year	Yes	Credit card (automatic)	55.35	1636.95	0	0.065826544	Low Risk
0853-TWRVK	Male	0	Yes	No	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	No	Yes	Two year	No	Bank transfer (automatic)	105.6	7581.5	0	0.031581689	Low Risk
8914-RBTSB	Male	0	Yes	No	31	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	No	Month-to-month	No	Electronic check	93.8	3019.5	1	0.499904384	Medium Risk
6212-ATMLK	Female	0	No	No	50	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	95.7	4729.75	0	0.514395636	Medium Risk
8200-LGKSR	Male	0	Yes	No	71	Yes	Yes	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Electronic check	83.2	6126.1	0	0.018023714	Low Risk
1568-BEKZM	Male	1	Yes	No	70	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	90.05	6333.4	0	0.015887866	Low Risk
0670-ANMUU	Male	0	No	No	71	Yes	Yes	Fiber optic	Yes	No	No	Yes	No	Yes	One year	No	Credit card (automatic)	97.65	6687.85	0	0.041368518	Low Risk
6897-RWMUB	Male	0	Yes	Yes	61	Yes	No	DSL	Yes	Yes	Yes	Yes	No	No	Two year	Yes	Bank transfer (automatic)	68.05	4158.25	0	0.0065048	Low Risk
0963-ZBDRN	Male	0	No	No	32	Yes	No	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	96.2	3183.4	1	0.493107375	Medium Risk
7594-RQHXR	Female	0	No	Yes	1	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	79.6	79.6	1	0.702127652	High Risk
6999-CHVCF	Male	0	No	No	68	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	No	Yes	Two year	Yes	Bank transfer (automatic)	102.1	7149.35	0	0.065490322	Low Risk
6134-KWTBV	Male	0	No	No	62	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	23.4	1429.65	0	0.003668764	Low Risk
1077-HUUJM	Female	0	No	Yes	7	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	71.05	472.65	0	0.594916389	Medium Risk
6331-EWIEB	Male	0	No	No	20	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	85.25	1734.5	1	0.653053102	Medium Risk
0895-LNKRC	Male	0	Yes	Yes	6	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.45	113.5	0	0.074577807	Low Risk
2045-BMBTJ	Female	1	No	No	33	No	No phone service	DSL	Yes	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	59.45	1884.65	0	0.304997774	Low Risk
8417-GSODA	Male	0	Yes	Yes	28	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	One year	No	Bank transfer (automatic)	92.2	2568.15	0	0.306489504	Low Risk
5171-EPLKN	Male	0	No	No	27	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	19.85	470	0	0.015799393	Low Risk
4452-QIIEB	Male	0	No	No	7	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	43.9	278.4	0	0.293041809	Low Risk
5998-VVEJY	Male	0	No	No	26	Yes	Yes	Fiber optic	No	No	No	Yes	No	No	Month-to-month	Yes	Electronic check	80.5	2088.8	1	0.433236755	Medium Risk
1624-NALOJ	Male	1	No	No	5	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	89.8	502.6	1	0.785305378	High Risk
6741-EGCBI	Male	1	No	No	30	Yes	Yes	Fiber optic	Yes	No	No	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	90.5	2595.85	0	0.433915844	Medium Risk
7820-ZYGNY	Male	0	No	No	63	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	One year	No	Credit card (automatic)	90.45	5825.5	0	0.100382251	Low Risk
4317-VTEOA	Male	0	No	No	1	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	50.75	50.75	1	0.476167941	Medium Risk
9677-AVKED	Female	0	No	Yes	53	Yes	Yes	DSL	No	Yes	Yes	Yes	Yes	Yes	One year	Yes	Electronic check	84.6	4449.75	0	0.073456925	Low Risk
1670-SVOWZ	Female	0	Yes	Yes	14	Yes	No	Fiber optic	No	Yes	No	Yes	No	Yes	Month-to-month	Yes	Credit card (automatic)	89.65	1208.35	1	0.384711446	Low Risk
2227-JRSJX	Female	0	No	No	21	Yes	No	Fiber optic	No	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	99.15	1956.4	0	0.466889926	Medium Risk
9847-HNVGP	Male	0	No	No	17	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.95	310.6	0	0.049222196	Low Risk
6696-YDAYZ	Male	0	Yes	Yes	16	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.5	290.55	0	0.026361504	Low Risk
8980-WQFWL	Female	0	No	No	35	Yes	No	DSL	No	No	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	62.1	2096.1	0	0.246249583	Low Risk
1730-ZMAME	Female	1	No	No	32	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	79.5	2665	0	0.572771373	Medium Risk
6506-EYCNH	Female	0	Yes	Yes	28	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Bank transfer (automatic)	19.55	543.8	0	0.069689429	Low Risk
4634-JLRJT	Female	0	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	20.35	20.35	0	0.266137572	Low Risk
9501-UKKNL	Male	0	No	No	59	No	No phone service	DSL	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	51.7	3005.8	0	0.131678442	Low Risk
2560-QTSBS	Female	0	Yes	Yes	72	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Bank transfer (automatic)	23.3	1623.15	0	0.004230152	Low Risk
7541-YLXCL	Male	0	No	No	36	Yes	No	DSL	No	Yes	No	Yes	No	Yes	One year	Yes	Mailed check	65.4	2498.4	1	0.062862845	Low Risk
4795-WRNVT	Female	0	No	No	40	Yes	No	DSL	Yes	Yes	No	No	Yes	No	Month-to-month	No	Mailed check	65.1	2586	0	0.078787778	Low Risk
6080-TCMYC	Male	0	Yes	Yes	40	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Electronic check	81.2	3292.3	0	0.3819078	Low Risk
0260-ZDLGK	Female	0	No	Yes	9	Yes	No	DSL	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Mailed check	72.9	651.4	1	0.315296117	Low Risk
7860-UXCRM	Male	0	Yes	Yes	63	Yes	No	DSL	Yes	Yes	Yes	Yes	Yes	No	Two year	No	Credit card (automatic)	74.5	4674.55	0	0.005554104	Low Risk
6357-JJPQT	Female	0	No	No	3	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	80.5	232.35	0	0.728364931	High Risk
2292-XQWSV	Male	0	Yes	Yes	40	No	No phone service	DSL	No	Yes	Yes	Yes	Yes	Yes	One year	No	Mailed check	60.3	2448.5	0	0.069560211	Low Risk
9552-TGUZV	Male	0	Yes	No	8	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	Yes	Mailed check	75	658.1	0	0.458910753	Medium Risk
5913-INRQV	Male	1	Yes	No	34	Yes	No	Fiber optic	Yes	No	No	Yes	Yes	No	One year	No	Mailed check	90.15	3128.8	0	0.128375265	Low Risk
8722-NGNBH	Male	0	No	No	5	No	No phone service	DSL	Yes	No	Yes	Yes	No	No	Month-to-month	No	Mailed check	40	223.45	1	0.25661678	Low Risk
6210-KBBPI	Male	1	No	No	9	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	99.45	919.4	1	0.732998048	High Risk
9643-YBLUR	Male	0	Yes	No	9	Yes	Yes	DSL	No	Yes	Yes	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	69.05	653.95	0	0.425141552	Medium Risk
8734-FNWVH	Male	0	Yes	Yes	31	Yes	Yes	DSL	No	No	No	No	No	Yes	Month-to-month	No	Bank transfer (automatic)	59.7	1825.5	0	0.187005841	Low Risk
9447-YPTBX	Female	0	Yes	No	50	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Bank transfer (automatic)	19.85	943.1	0	0.012864721	Low Risk
0133-BMFZO	Female	0	No	No	2	Yes	No	Fiber optic	Yes	Yes	No	Yes	No	No	Month-to-month	Yes	Electronic check	86.25	181.65	1	0.450774089	Medium Risk
6128-CZOMY	Female	0	No	No	1	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	45.65	45.65	1	0.514607061	Medium Risk
9540-JYROE	Male	0	No	No	8	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	70.1	551.35	1	0.549740389	Medium Risk
9026-LHEVG	Female	0	No	No	9	No	No phone service	DSL	No	Yes	No	No	No	Yes	Month-to-month	No	Electronic check	40.75	359.4	0	0.529746279	Medium Risk
2260-USTRB	Female	1	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	70.2	115.95	1	0.68590789	Medium Risk
3656-TKRVZ	Female	0	No	No	3	Yes	No	DSL	Yes	Yes	No	No	No	No	Month-to-month	No	Electronic check	55.35	165.2	1	0.291980772	Low Risk
7011-CVEUC	Male	0	Yes	No	25	Yes	No	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	95.7	2338.35	0	0.443076938	Medium Risk
6185-TASNN	Male	1	No	No	1	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Electronic check	46.3	46.3	0	0.503776904	Medium Risk
7925-PNRGI	Female	0	Yes	Yes	45	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	No	Month-to-month	No	Mailed check	81.3	3541.1	0	0.055268853	Low Risk
8623-TMRBY	Male	1	Yes	Yes	51	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	No	Month-to-month	Yes	Electronic check	84.2	4146.05	1	0.322206509	Low Risk
1552-CZCLL	Female	0	Yes	Yes	55	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Credit card (automatic)	20	1087.25	0	0.011257506	Low Risk
3038-PQIUY	Female	0	No	No	38	Yes	Yes	DSL	Yes	Yes	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	66.15	2522.4	0	0.11575717	Low Risk
1501-SGHBW	Male	0	No	No	2	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	45.85	81	1	0.346970244	Low Risk
9313-CDOGY	Male	0	Yes	Yes	38	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Electronic check	19.6	717.3	0	0.039631603	Low Risk
8148-BPLZQ	Male	0	No	No	34	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	49.8	1734.2	0	0.173516355	Low Risk
2623-DRYAM	Female	0	Yes	No	70	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	One year	Yes	Electronic check	101.75	7069.3	0	0.247220804	Low Risk
9987-LUTYD	Female	0	No	No	13	Yes	No	DSL	Yes	No	No	Yes	No	No	One year	No	Mailed check	55.15	742.9	0	0.063297052	Low Risk
3208-YPIOE	Male	0	No	No	39	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	75.25	3017.65	1	0.351912497	Low Risk
4488-KQFDT	Female	0	No	No	61	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	One year	Yes	Electronic check	103.95	6423	0	0.275343318	Low Risk
2612-RANWT	Female	0	No	No	12	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	100.15	1164.3	1	0.713827158	High Risk
5693-PIPCS	Male	0	No	No	41	Yes	No	Fiber optic	No	Yes	No	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	99.65	4220.35	0	0.112306351	Low Risk
0491-KAPQG	Male	0	No	No	21	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	73.7	1558.7	0	0.570486231	Medium Risk
1925-LFCZZ	Male	1	No	No	55	No	No phone service	DSL	No	No	Yes	No	Yes	Yes	One year	Yes	Bank transfer (automatic)	50.05	2743.45	0	0.110511302	Low Risk
8039-EQPIM	Male	0	Yes	No	69	No	No phone service	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	60.25	4055.5	0	0.011848309	Low Risk
6900-PXRMS	Male	1	Yes	Yes	26	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	No	Electronic check	105.75	2710.25	1	0.622797616	Medium Risk
8707-RMEZH	Female	1	Yes	No	69	Yes	No	Fiber optic	Yes	Yes	No	No	No	Yes	One year	No	Credit card (automatic)	87.3	6055.55	0	0.056092094	Low Risk
3346-BRMIS	Female	1	Yes	No	18	No	No phone service	DSL	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	48.35	810.7	1	0.653453638	Medium Risk
3209-ZPKFI	Male	0	Yes	Yes	47	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	54.25	2538.2	0	0.089835406	Low Risk
6479-VDGRK	Female	0	Yes	Yes	72	Yes	No	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	85.3	6129.2	0	0.007763536	Low Risk
9373-WSLOY	Male	1	Yes	No	33	No	No phone service	DSL	No	Yes	Yes	Yes	Yes	No	Month-to-month	Yes	Electronic check	50	1750.85	0	0.311659697	Low Risk
2933-FILNV	Female	0	Yes	Yes	2	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	24.4	36.55	1	0.526693056	Medium Risk
3569-JFODW	Female	0	Yes	Yes	72	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	90.95	6652.45	0	0.010049114	Low Risk
9819-FBNSV	Male	1	Yes	No	37	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	72.25	2575.45	0	0.373941577	Low Risk
9544-PYPSJ	Female	1	Yes	Yes	62	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	96.1	6019.35	0	0.284311267	Low Risk
1591-XWLGB	Female	0	Yes	No	71	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	19.85	1379.6	0	0.001597954	Low Risk
0396-UKGAI	Male	0	No	Yes	23	Yes	No	DSL	No	Yes	No	Yes	No	No	Month-to-month	Yes	Bank transfer (automatic)	55.3	1284.2	0	0.124946734	Low Risk
3243-ZHOHY	Female	0	No	No	16	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.1	296.15	0	0.053399921	Low Risk
5186-EJEGL	Male	0	No	No	9	Yes	No	DSL	Yes	No	Yes	Yes	Yes	No	Month-to-month	Yes	Mailed check	69.5	653.25	0	0.218253918	Low Risk
7527-QNRUS	Male	0	Yes	Yes	17	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	25.15	412.6	0	0.04188985	Low Risk
9986-BONCE	Female	0	No	No	4	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	20.95	85.5	1	0.199427931	Low Risk
2722-JMONI	Female	1	Yes	No	1	Yes	No	DSL	Yes	No	No	No	No	No	Month-to-month	Yes	Electronic check	49.55	49.55	1	0.480055119	Medium Risk
2203-GHNWN	Female	0	Yes	No	24	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Mailed check	79.65	1928.7	0	0.48833806	Medium Risk
3878-AVSOQ	Female	1	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	71.25	71.25	0	0.750047861	High Risk
3258-SYSWS	Male	1	No	No	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	113.8	7845.8	0	0.051707085	Low Risk
5296-PSYVW	Female	0	Yes	No	72	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Electronic check	24.55	1750.7	0	0.003155586	Low Risk
6319-QSUSR	Female	0	No	Yes	11	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Credit card (automatic)	19.7	216.2	0	0.106271019	Low Risk
4083-EUGRJ	Male	0	No	No	9	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.25	178.5	1	0.146630655	Low Risk
7579-OOPEC	Female	1	Yes	No	2	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	No	Credit card (automatic)	50.15	115.1	1	0.383483051	Low Risk
0512-FLFDW	Female	1	Yes	No	60	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	100.5	6029	0	0.271351514	Low Risk
1771-OADNZ	Male	1	Yes	No	29	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	95.9	2745.2	1	0.646408121	Medium Risk
0487-CRLZF	Female	0	No	No	49	Yes	No	DSL	No	No	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	74.45	3721.9	0	0.038486712	Low Risk
2107-FBPTK	Female	1	No	No	30	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	104.1	3121.1	0	0.702235864	High Risk
9451-WLYRI	Female	0	Yes	No	53	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Credit card (automatic)	19.05	990.45	0	0.00719649	Low Risk
8219-VYBVI	Male	0	No	Yes	39	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	25	1004.35	0	0.009819498	Low Risk
1991-VOPLL	Female	0	No	No	9	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.05	157.65	0	0.14880485	Low Risk
9738-QLWTP	Male	0	No	No	39	Yes	No	Fiber optic	No	No	Yes	Yes	No	No	One year	No	Electronic check	81.9	3219.75	0	0.123170347	Low Risk
1016-DJTSV	Male	1	No	No	8	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	69.7	572.85	0	0.690209768	Medium Risk
9419-IPPBE	Female	0	Yes	Yes	51	Yes	Yes	Fiber optic	No	No	Yes	No	No	Yes	One year	Yes	Electronic check	90.15	4554.85	0	0.227041002	Low Risk
0174-QRVVY	Male	0	Yes	Yes	71	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	25.35	1847.55	0	0.001822841	Low Risk
5699-BNCAS	Male	1	No	No	71	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	24.65	1766.75	0	0.003842442	Low Risk
2900-PHPLN	Female	1	Yes	No	70	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	19.55	1462.05	0	0.003002038	Low Risk
0612-RTZZA	Female	1	No	No	1	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	No	Electronic check	25.25	25.25	1	0.65585074	Medium Risk
8106-GWQOK	Male	0	Yes	No	38	No	No phone service	DSL	Yes	Yes	No	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	60	2193.2	0	0.048936269	Low Risk
8751-EDEKA	Female	0	Yes	No	28	Yes	No	Fiber optic	No	Yes	Yes	No	No	Yes	Month-to-month	No	Credit card (automatic)	89.9	2433.5	0	0.358813316	Low Risk
6878-GGDWG	Female	0	Yes	No	32	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	19.4	641.15	0	0.053654245	Low Risk
4039-PIMHX	Male	1	Yes	No	49	Yes	No	DSL	No	Yes	No	No	No	No	Two year	No	Mailed check	49.8	2398.4	0	0.020821458	Low Risk
8450-LUGUK	Female	0	Yes	Yes	37	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Bank transfer (automatic)	24.1	861.85	0	0.016082632	Low Risk
3604-WLABM	Female	0	No	No	10	Yes	No	DSL	No	No	Yes	Yes	No	No	Month-to-month	No	Electronic check	54.25	583	0	0.258735029	Low Risk
0795-GMVQO	Male	0	Yes	No	67	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	No	Credit card (automatic)	109.9	7332.4	0	0.105049408	Low Risk
2259-OUUSZ	Male	0	No	No	7	No	No phone service	DSL	No	No	Yes	Yes	No	No	One year	Yes	Credit card (automatic)	35.5	249.55	0	0.220098001	Low Risk
